0,0
1,10
2,20
3,30
4,40
5,50
6,60
7,70
8,80
9,90
10,100
11,110
12,120
13,130
14,140
15,150
16,160
17,170
18,180
19,190
20,200
21,210
22,220
23,230
24,240
25,250
26,260
27,265
28,270
29,275
30,280
31,285
32,290
33,295
34,300
35,305
36,310
37,315
38,320
39,325
40,330
41,335
42,340
43,345
44,350
45,355
46,360
47,365
48,370
49,375
50,380
51,383
52,386
53,389
54,392
55,395
56,398
57,401
58,404
59,407
60,410
61,413
62,416
63,419
64,422
65,425
66,428
67,431
68,434
69,436
70,438
71,440
72,442
73,444
74,446
75,448
76,450
77,452
78,454
79,456
80,458
81,460
82,462
83,464
84,466
85,468
86,470
87,472
88,474
89,476
90,478
91,480
92,482
93,484
94,486
95,488
96,490
97,492
98,494
99,496
100,498
101,500
102,502
103,504
104,506
105,508
106,510
107,512
108,514
109,515
110,516
111,517
112,518
113,519
114,520
115,521
116,522
117,523
118,524
119,525
120,526
121,527
122,528
123,529
124,530
125,531
126,532
127,533
128,534
129,535
130,536
131,537
132,538
133,539
134,540
135,541
136,542
137,543
138,544
139,545
140,546
141,547
142,548
143,549
144,550
145,551
146,552
147,553
148,554
149,555
150,556
151,557
152,558
153,559
154,560
155,561
156,562
157,563
158,564
159,565
160,566
161,567
162,568
163,569
164,570
165,571
166,572
167,573
168,574
169,575
170,576
171,577
172,578
173,579
174,580
175,581
176,582
177,583
178,584
179,585
180,586
181,587
182,588
183,589
184,590
185,591
186,592
187,593
188,594
189,595
190,596
191,597
192,598
193,599
194,600
195,601
196,602
197,603
198,604
199,605
200,606
201,607
202,608
203,609
204,610
205,611
206,612
207,613
208,614
209,615
210,616
211,617
212,618
213,619
214,620
215,621
216,622
217,623
218,624
219,625
220,626
221,627
222,628
223,629
224,630
225,631
226,632
227,633
228,634
229,635
230,636
231,637
232,638
233,639
234,640
235,641
236,642
237,643
238,644
239,645
240,645
241,646
242,646
243,647
244,647
245,648
246,648
247,649
248,649
249,650
250,650
251,651
252,651
253,652
254,652
255,652
256,653
257,653
258,654
259,654
260,655
261,655
262,656
263,656
264,657
265,657
266,658
267,658
268,659
269,659
270,660
271,660
272,661
273,661
274,662
275,662
276,663
277,663
278,664
279,664
280,665
281,665
282,665
283,666
284,666
285,667
286,667
287,668
288,668
289,669
290,669
291,670
292,670
293,671
294,671
295,672
296,672
297,673
298,673
299,674
300,674
301,675
302,675
303,676
304,676
305,677
306,677
307,678
308,678
309,678
310,679
311,679
312,680
313,680
314,681
315,681
316,682
317,682
318,683
319,683
320,684
321,684
322,685
323,685
324,686
325,686
326,687
327,687
328,688
329,688
330,689
331,689
332,690
333,690
334,691
335,691
336,692
337,692
338,692
339,693
340,693
341,694
342,694
343,695
344,695
345,696
346,696
347,697
348,697
349,698
350,698
351,699
352,699
353,700
354,700
355,701
356,701
357,702
358,702
359,703
360,703
361,704
362,704
363,705
364,705
365,705
366,706
367,706
368,707
369,707
370,708
371,708
372,709
373,709
374,710
375,710
376,711
377,711
378,712
379,712
380,713
381,713
382,714
383,714
384,715
385,715
386,716
387,716
388,717
389,717
390,718
391,718
392,718
393,719
394,719
395,720
396,720
397,721
398,721
399,722
400,722
401,723
402,723
403,724
404,724
405,725
406,725
407,726
408,726
409,727
410,727
411,728
412,728
413,729
414,729
415,730
416,730
417,731
418,731
419,731
420,732
421,732
422,733
423,733
424,734
425,734
426,735
427,735
428,736
429,736
430,737
431,737
432,738
433,738
434,739
435,739
436,740
437,740
438,741
439,741
440,742
441,742
442,743
443,743
444,744
445,744
446,745
447,745
448,745
449,746
450,746
451,747
452,747
453,748
454,748
455,749
456,749
457,750
458,750
459,751
460,751
461,752
462,752
463,753
464,753
465,754
466,754
467,755
468,755
469,756
470,756
471,757
472,757
473,758
474,758
475,758
476,759
477,759
478,760
479,760
480,761
481,761
482,762
483,762
484,763
485,763
486,764
487,764
488,765
489,765
490,766
491,766
492,767
493,767
494,768
495,768
496,769
497,769
498,770
499,770
500,771
501,771
502,771
503,772
504,772
505,773
506,773
507,774
508,774
509,775
510,775
511,776
512,776
513,777
514,777
515,778
516,778
517,779
518,779
519,780
520,780
521,781
522,781
523,782
524,782
525,783
526,783
527,784
528,784
529,784
530,785
531,785
532,786
533,786
534,787
535,787
536,788
537,788
538,789
539,789
540,790
541,790
542,791
543,791
544,792
545,792
546,793
547,793
548,794
549,794
550,795
551,795
552,796
553,796
554,797
555,797
556,797
557,798
558,798
559,799
560,799
561,800
562,800
563,801
564,801
565,802
566,802
567,803
568,803
569,804
570,804
571,805
572,805
573,806
574,806
575,807
576,807
577,808
578,808
579,809
580,809
581,810
582,810
583,811
584,811
585,811
586,812
587,812
588,813
589,813
590,814
591,814
592,815
593,815
594,816
595,816
596,817
597,817
598,818
599,818
600,819
601,819
602,820
603,820
604,821
605,821
606,822
607,822
608,823
609,823
610,824
611,824
612,824
613,825
614,825
615,826
616,826
617,827
618,827
619,828
620,828
621,829
622,829
623,830
624,830
625,831
626,831
627,832
628,832
629,833
630,833
631,834
632,834
633,835
634,835
635,836
636,836
637,837
638,837
639,837
640,838
641,838
642,839
643,839
644,840
645,840
646,841
647,841
648,842
649,842
650,843
651,843
652,844
653,844
654,845
655,845
656,846
657,846
658,847
659,847
660,848
661,848
662,849
663,849
664,850
665,850
666,850
667,851
668,851
669,852
670,852
671,853
672,853
673,854
674,854
675,855
676,855
677,856
678,856
679,857
680,857
681,858
682,858
683,859
684,859
685,860
686,860
687,861
688,861
689,862
690,862
691,863
692,863
693,864
694,864
695,864
696,865
697,865
698,866
699,866
700,867
701,867
702,868
703,868
704,869
705,869
706,870
707,870
708,871
709,871
710,872
711,872
712,873
713,873
714,874
715,874
716,875
717,875
718,876
719,876
720,877
721,877
722,877
723,878
724,878
725,879
726,879
727,880
728,880
729,881
730,881
731,882
732,882
733,883
734,883
735,884
736,884
737,885
738,885
739,886
740,886
741,887
742,887
743,888
744,888
745,889
746,889
747,890
748,890
749,890
750,891
751,891
752,892
753,892
754,893
755,893
756,894
757,894
758,895
759,895
760,896
761,896
762,897
763,897
764,898
765,898
766,899
767,899
768,900
769,900
770,901
771,901
772,902
773,902
774,903
775,903
776,903
777,904
778,904
779,905
780,905
781,906
782,906
783,907
784,907
785,908
786,908
787,909
788,909
789,910
790,910
791,911
792,911
793,912
794,912
795,913
796,913
797,914
798,914
799,915
800,915
801,916
802,916
803,917
804,917
805,917
806,918
807,918
808,919
809,919
810,920
811,920
812,921
813,921
814,922
815,922
816,923
817,923
818,924
819,924
820,925
821,925
822,926
823,926
824,927
825,927
826,928
827,928
828,929
829,929
830,930
831,930
832,930
833,931
834,931
835,932
836,932
837,933
838,933
839,934
840,934
841,935
842,935
843,936
844,936
845,937
846,937
847,938
848,938
849,939
850,939
851,940
852,940
853,941
854,941
855,942
856,942
857,943
858,943
859,943
860,944
861,944
862,945
863,945
864,946
865,946
866,947
867,947
868,948
869,948
870,949
871,949
872,950
873,950
874,951
875,951
876,952
877,952
878,953
879,953
880,954
881,954
882,955
883,955
884,956
885,956
886,956
887,957
888,957
889,958
890,958
891,959
892,959
893,960
894,960
895,961
896,961
897,962
898,962
899,963
900,963
901,964
902,964
903,965
904,965
905,966
906,966
907,967
908,967
909,968
910,968
911,969
912,969
913,969
914,970
915,970
916,971
917,971
918,972
919,972
920,973
921,973
922,974
923,974
924,975
925,975
926,976
927,976
928,977
929,977
930,978
931,978
932,979
933,979
934,980
935,980
936,981
937,981
938,982
939,982
940,983
941,983
942,983
943,984
944,984
945,985
946,985
947,986
948,986
949,987
950,987
951,988
952,988
953,989
954,989
955,990
956,990
957,991
958,991
959,992
960,992
961,993
962,993
963,994
964,994
965,995
966,995
967,996
968,996
969,996
970,997
971,997
972,998
973,998
974,999
975,999
976,1000
977,1000
978,1001
979,1001
980,1002
981,1002
982,1003
983,1003
984,1004
985,1004
986,1005
987,1005
988,1006
989,1006
990,1007
991,1007
992,1008
993,1008
994,1009
995,1009
996,1009
997,1010
998,1010
999,1011
1000,1011
1001,1012
1002,1012
1003,1013
1004,1013
1005,1014
1006,1014
1007,1015
1008,1015
1009,1016
1010,1016
1011,1017
1012,1017
1013,1018
1014,1018
1015,1019
1016,1019
1017,1020
1018,1020
1019,1021
1020,1021
1021,1022
1022,1022
1023,1022
